promotion_id,description,description_en,bad
1NWLAbitWogmRShyNwUP4XubgZFSo2,สะสมแสตมป์ครบ 10 ดวง รับฟรีเครื่องดื่ม 1 แก้ว,Collect 10 stamps and receive 1 free drink.,1
1NWLD1daCMWmMUw1bo1zpzX77EYldc,เมนูชุดสุดคุ้ม อร่อยเลือกได้,"Great value set menu Delicious, can choose",0
1NWL9pAOoRarKoalygd2ibfiAEDUeg,สำหรับชาว Wongnai ที่รักการปิ้งย่าง และเป็นสายล่าเนื้อ! เพียงแสดงแอปพลิเคชัน Wongnai ให้ทางร้าน รับไปเลยส่วนลด วันจันทร์-พฤหัส 30% และ วันศุกร์-อาทิตย์ 20% ไม่รวมเครื่องดื่ม รีบไปโดนกันได้ตั้งแต่วันนี้ - 30 ก.ย. 2561 เลยค่า :) อ่านต่อได้ที่ https://www.wongnai.com/articles/stamina-en-yakiniku?ref=ct,"For Wongnai people who love grilling And it's a hunter! Just show the Wongnai application to the store and receive a discount. Monday-Thursday 30% and Friday-Sunday 20%, drinks not included. Hurry and get it from today - 30 September 2018 :) Read more at https://www.wongnai.com/articles/stamina-en-yakiniku?ref=ct",0
1NWLBmXXYxouctVBCskuIxGlEIbK63,ลิปอาย,Lip Eye,1
1NWLCMd7qWrwMHSgmE337UYgWuBj3e,"โปรฯ 10 แถม 1



ยอดซื้อสะสมครบ 10 ปอนด์ ฟรี 1 ปอนด์ (ยกเว้นฟรุตเค้ก)","Promotion buy 10 get 1 free



Accumulated purchase amount of 10 pounds gets 1 pound free (except fruit cake)",1
1NWLAvnEIul1urJbSwSmo2gEJEJQUx,"1. กด Like เพจ https://www.facebook.com/pg/SanaeBeachClub/



2. กด Share เพจ https://www.facebook.com/pg/SanaeBeachClub/ (ตั้งเป็นสาธารณะ)



3. โชว์ Like & Share กับพนักงาน พร้อมรับ CODE ส่วนลด อาหาร และ เครืองดื่ม 20%







สอบถามเพิ่มเติมได้ที่ 032 - 900971","1. Press Like the page https://www.facebook.com/pg/SanaeBeachClub/



2. Press Share the page https://www.facebook.com/pg/SanaeBeachClub/ (set to public)



3. Show Like & Share to employees and receive a CODE for a 20% discount on food and drinks.







For more information, please call 032 - 900971.",0
1NWLCero9N6MnhWAAUBCD1smahtXmZ,เหนื่อยนักก็พัก armitycoffee,"If you're tired, take a break at armycoffee.",1
1NWLAaqrHeuN5v1sjZozPEqG5fNmhx,เนื้อวัว หมู หมักมานุ่ม ส่วนไก่เนื้อหน้าอกก็นุ่มแบบไม่น่าเชื่อ กุ้งสด ผักต้มกำลังกรอบ ไม่แข็ง ไม่เละ น้ำแกงอาจจะจืดสำหรับหลายๆคน แต่ใส่น้ำจิ้มหน่อย รสชาติกลมกล่อม กำลังดี,"The marinated beef and pork are soft, while the chicken breast is unbelievably soft. The shrimp are fresh and the boiled vegetables are crisp, not hard or mushy. The curry may be bland for many people. But add a little dipping sauce. The taste is mellow and good.",1
1NWLBGcc83Q2Q30q6Hz1lf1STzQ1tS,DivideDarkChoc เข้มข้น อร่อยแบบไม่รู้สึกผิด เพราะเป็นสูตร No Sugar,DivideDarkChoc is rich and delicious without feeling guilty. Because it's a No Sugar formula.,1
1NWLA9iL7CIJETLdw4efjO9fWYaVz2,ส่งฟรี Delivery ในพื้นที่ 081-6602484,Free delivery in the area 081-6602484,1
1NWLBqu73sYzuFXL4DJsq4gw6cxU10,"โปรโมชั่น “Live Canadian Lobster”กับ 3 เมนูสุดฮิตสไตล์ฮ่องกง ในราคาพิเศษเพียงตัวละ 2,100++ บาทเท่านั้น







📌 ร้านฮ่องกง ฟิชเชอร์แมน, อาคาร 8 ศูนย์แสดงสินค้า อิมแพ็ค เมืองทองธานี



☎️ 02 833 5434-5, 02 833 5437



⏰ เปิดบริการทุกวัน 11.00-22.00 น. Last order 21.30น.","“Live Canadian Lobster” promotion with 3 popular Hong Kong style menus At a special price of only 2,100++ baht each.







📌 Hong Kong Fisherman Shop, Building 8, IMPACT Exhibition Center, Muang Thong Thani.



☎️ 02 833 5434-5, 02 833 5437



⏰ Open every day from 11:00 a.m. - 10:00 p.m. Last order 9:30 p.m.",0
1NWLBc4ztw8uXH6LBjmtwBaKhgjwTz,"⭐️Promotion⭐️ Check in ฟรี ไข่ตุ๋น UNI



เพียงแค่มาทานอาหารที่ Shizen kaiseki และเช็คอินผ่านทาง Google รับไปเลยไข่ตุ๋น UNI แสนอร่อย**จัดไปอย่ารอช้า วันนี้ถึงวันที่ 31 สิงหาคมนี้เท่านั่น**



","⭐️Promotion⭐️ Check in free UNI steamed egg



Just come eat at Shizen kaiseki and check in via Google and receive a delicious UNI steamed egg.**Go ahead and don't wait. Today until August 31st**



",0
1NWLBWILhzo0za40n7pSueaLpMlSCq,เมื่อสองลิงมาถึง,When the two monkeys arrived,1
1NWLBfbj8jCoNLikUT9qLoNmSqmxiK,"โปรโมชั่นเปิดร้าน มา 5 จ่าย 4 



หัวละ 129.- รวมน้ำรีฟิลแล้ว



อิ่ม ไม่อั้น ไม่จำกัดเวลา



ถึง 25 สค 61 นี้เท่านั้น 



**โปรใหม่ติดตามได้ในเพจ @จอดแล้วจุ่ม","Shop opening promotion: come 5 pay 4



129.- per head, including refillable water.



Full, unlimited, no time limit



Until 25 August 2018 only.



**New promotions can be followed on the page @Park and Dip.",0
1NWLCIi6gZsGlY8gWC2Mts4B9VLfqE,"LIKE US AND FORLOW US



CHECK IN US 



GET 10 % ","LIKE US AND FORLOW US



CHECK IN US



GET 10 %",0
1NWLApiXNnIeBrsHr5VKhlegcONJzx,ต้องลอง,Must try,1
1NWLBCNGhYc1av11I6qnaZxX6FxaAO,,,0
1NWLAQGITA7ik1jH1UrpBq7BteGZpC,โปรโมชั่นเปิดตัวเมนูใหม่ คาราเมลโกโก้,Promotion for the launch of a new menu: Caramel Cocoa,1
1NWLBWMONRfcSNNcxATGMR045SYbB4,Exclusive สำหรับลูกค้า Dtac  รับส่วนลดพิเศษ 20%  ทุกวันอาทิตย์- พฤหัส กับ Dinner  Buffet สุดคุ้ม,"Exclusive for Dtac customers, receive a special 20% discount every Sunday - Thursday with a great value Dinner Buffet.",0
1NWLA4miKnwAOsgnYW4D8N4HW3qBeW,,,0
1NWLBsLmgxgVWWcpvLDjtbRHRLcXT1,,,1
1NWLBnJcKmqyJHZz2m7JT1PTrhEapr,,,1
1NWLAISHZnRQY2TAhw560s1EU4Xsnu,เมนูโปร,Pro menu,0
1NWLATsdyvbMaJrWvH48SLrMi7zxZa,Chillax and nice place to catching up with friends,Chillax and nice place to catching up with friends,1
1NWLCkVO9ypZG9RQ4zlKz7Dv9L3fGG,เนื้อปูเน้นๆ,Crab meat,1
1NWLAfvUf4QbnMyJOZTYCJQ2sfwYy0,กาแฟสดหม้อต้ม mokapot,Fresh coffee in a mokapot,1
1NWLAhZfprvlwkJGDZD1cdhqYGXsw1,,,1
1NWLALRaTsLr9mXarg6JtFVmOtddJb,,,1
1NWLC6T48Q1bOtn7eI0vCOXzccxsi2,,,1
1NWLCRUkli15WQj0i9aiMyl1jSpBCa,การกลับมาของโปรโมชั่นดีๆ เมื่อซื้อ Cow Cow Ice รสใดก็ได้ แถม Milk Cheese Cookie Porcini & Gouda 1 ชิ้น โอกาสดีๆแบบนี้ รอไม่ได้แล้ววว,The return of a great promotion when you buy any flavor of Cow Cow Ice and get 1 Milk Cheese Cookie Porcini & Gouda free. Good opportunity like this. I can't wait.,0
1NWLC9my0fqwRZXUWbvGgPP4dLNJc2,,,1
1NWLDJctQhfWRBAAj66G74vAr0MOC2,"ก๋วยเตี๋ยวหลอดเจ สั่ง 10 ชุด แถม 1 ชุด 


และหากกดไลค์กดแชร์เฟดบุ๊ค 


ของร้าน รับฟรีไปอีก เต้าหู้ทอด 1 ชุด  


FB : ห่อหมกพุดดิ้ง 


คลิ๊ก https://bit.ly/2ORrTIU","Vegetarian rice noodles, order 10 sets and get 1 free.


And if you press like and share on Facebook.


From the shop, get 1 free set of fried tofu.


FB : Homok Pudding


Click https://bit.ly/2ORrTIU",0
1NWLBf5HQJ4Noa4shiF5gq8uqJ2J3S,ฟรีเมื่อถ่ายภาพเช็คอินหน้าร้าน,Free when taking a check-in photo in front of the store,0
1NWLAvLmxqZXn7EfGnQxx9eZbyCQiz,โปรนี้น่ารัก. รับทานขนมเค้ก. เครื่องดื่ม บิงซู ลด 5 % เพียงโพสต์รูปภาพ  และ เช็คอิน ได้ลดทันที,This promotion is cute. Eat cake. Bingsu drinks 5% off. Just post a picture and check in to get an immediate discount.,0
1NWLBRBrt5gUoX2HoUiVfo45ovOQbE,"++ มากินกันได้นะจร้า.. ++



!! รับทำอาหารกล่อง ค่าจัดส่งทั่วกรุงเทพและปริมณฑล !!ราคา 99 บาท!!



โทรสั่งอาหาารหรือสั่งล่วงหน้า TEL.086-666-3695","++ Come and eat together.. ++



!! Receive boxed food Shipping costs throughout Bangkok and surrounding areas!! Price 99 baht!!



Call to order food or order in advance. TEL.086-666-3695",1
1NWLAlOU7hq6G4sOuSC50kZ3F0KO2q,"ส้มตำ 1 แถม 1 หากบอกว่ามาจากวงใน


","Somtam buy 1 get 1 free if you say it's from an insider circle.


",0
1NWLCA8UZTGKKA927IAJj8CXnXAx93,มาลองชิม,Come try it.,1
1NWLCOC16lEauJMjLlZhxceyyJ05iX,ลูกค้าทรู ซิกเนเจอร์ จาก 190฿ เหลือ 170฿,True Signature customers from 190฿ down to 170฿,0
1NWLCmfJzbBorCtZp1qW0PP8Qa4nrK,,,1
1NWLAC2KVzPlmcnC9nIkOnKzI5QEHa,,,0
1NWLDJ65ItJ3QzOZT1ZkxyvqluNUit,"สเต็กเนื้อวัวออสเตรเลียลด 50% ฉลองการเปิดสาขาใหม่ ร้านอิ๊กซ์คาเฟ่ 


สาขาม้าไม้การ์เด้นท์ ","Australian beef steaks 50% off to celebrate the opening of a new branch. Ix Cafe


Ma Mai Garden Branch",0
1NWLCKErcMNssF1ayjozvgwFrJTxV5,Check in,Check in,0
1NWLAqzWzSoI4aRkKeL5i7ZYcnLGQf,เพียวแค่ถ่ายรูป Check in รับไปเลยส่วนลด 10% นะคะ,"Pure, just take a photo and check in and receive a 10% discount.",0
1NWLCfc5hsg1SyH7j9bQq4wXAtY4Et,Happy Cheese Toast ลดราคา ทุกเมนู 10% สำหรับลูกค้า Delivery จาก 99 บาท เหลือเพียง 90 บาท หมดเขตสิ้นเดือนกันยายนนี้ !!,"Happy Cheese Toast has a 10% discount on all menu items for Delivery customers from 99 baht to only 90 baht, expiring at the end of September!!",0
1NWLB0v7PUvPnCB2rXKvCH9KK5BO4I,"ขอมอบของขวัญแทนคำว่ารักจากแม่นะคะ ❤️🎉🎁


วันอาทิตย์ที่ 12 สิงหาคม 2561 นี้เท่านั้น


เมื่อพาคุณแม่มารับประทานอาหารที่ร้าน 


ครบ 150 บาท รับฟรี! เมี่ยงสดญวนเพื่อสุขภาพ 1 ชุดคะ ","I would like to give a gift of love from my mother. ❤️🎉🎁


This Sunday, August 12, 2018 only.


When taking your mother to eat at the restaurant


Complete 150 baht and get it free! 1 set of fresh Vietnamese Miang for health",0
1NWLBk2ABoUCrAR3bt7kMRudqerOQj,ชิม โพสต์รูป พร้อมกับ รีวิวร้าน รับฟรี โอเลี้ยงหรือชาดำเย็น,"Taste, post a photo with a review of the restaurant, and receive a free oliang or iced black tea.",0
1NWLAtczLqyo4se0LBg05oUwf6oEcd,นำแก้วมาเอง ลดทันที 5 บาท,Bring your own glass and get an immediate discount of 5 baht.,0
1NWLD3HXDU3NIZcVCOOVZGFClnaPdf,,,1
1NWLD2R5GGaBbVMVBBZa51XBDSIJXt,"1 ชุด 35฿ , 3 ชุด 100฿","1 set 35฿, 3 sets 100฿",1
1NWLAD2opVhxPu665pew4CkstZaXZV,"โปรโมชั่นสมาชิกคลาส ซื้อกาแฟหรือเครื่องดื่มเมนูอะไรก็ได้ 1 แก้ว 


เลือกรับฟรี ขนมปัง 1 ชิ้น หรือส่วนลดตามช่วงเวลา","Class member promotion Buy 1 cup of coffee or any beverage.


Choose to receive 1 free piece of bread or a discount for a certain period of time.",0
